Date,Operator,Scheme Name,Area,Approval Number,Recovery Method,Bitumen Production
2023-06-01,Spur Petroleum Ltd.,,Athabasca,12471U,Primary,929.88
2023-06-01,Baytex Energy Ltd.,,Peace River Area 2,12483A,Primary,7.28
2023-06-01,Spur Petroleum Ltd.,,Athabasca,12541D,Primary,52.91
2023-06-01,Spur Petroleum Ltd.,,Athabasca,12545I,Primary,386.28
2023-06-01,Islander Oil & Gas Inc.,,Peace River Area 2,12564J,Primary,626.59
2023-06-01,Headwater Exploration Inc.,,Athabasca,12572U,Primary,1002.66
2023-06-01,Canadian Natural Resources Limited,,Athabasca,12580B,Primary,2165.44
2023-06-01,Spur Petroleum Ltd.,,Athabasca,12642G,Primary,0.0
2023-06-01,Cavalier Energy Inc.,,Athabasca,12734B,Primary,166.16
2023-06-01,Spur Petroleum Ltd.,,Athabasca,12761D,Primary,236.78
2023-06-01,Spur Petroleum Ltd.,,Athabasca,12762A,Primary,2.98
2023-06-01,Spur Petroleum Ltd.,,Athabasca,12763B,Primary,21.33
2023-06-01,Spur Petroleum Ltd.,,Athabasca,12766B,Primary,1.13
2023-06-01,Gear Energy Ltd.,,Cold Lake,12784B,Primary,15.07
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,12816A,Primary,0.0
2023-06-01,Cenovus Energy Inc.,,Cold Lake,12870A,Primary,1.46
2023-06-01,Spur Petroleum Ltd.,,Athabasca,12910F,Primary,268.44
2023-06-01,Rife Resources Ltd.,,Cold Lake,12982A,Primary,33.67
2023-06-01,Baytex Energy Ltd.,,Peace River Area 2,13009B,Primary,2047.97
2023-06-01,Woodcote Oil & Gas Inc.,,Peace River Area 2,13017B,Primary,1.87
2023-06-01,Woodcote Oil & Gas Inc.,,Peace River Area 2,13074B,Primary,9.95
2023-06-01,Woodcote Oil & Gas Inc.,,Peace River Area 2,13078B,Primary,8.36
2023-06-01,Baytex Energy Ltd.,,Peace River Area 2,13084,Primary,7.58
2023-06-01,Baytex Energy Ltd.,,Cold Lake,13117,Primary,15.87
2023-06-01,Cenovus Energy Inc.,,Cold Lake,13150,Primary,0.0
2023-06-01,Obsidian Energy Ltd.,,Peace River Area 2,13159,Primary,88.69
2023-06-01,Tamarack Valley Energy Ltd.,,Peace River Area 2,13163A,Primary,47.34
2023-06-01,Caltex Trilogy Inc.,,Cold Lake,13166D,Primary,132.21
2023-06-01,Headwater Exploration Inc.,,Peace River Area 2,13169A,Primary,5.49
2023-06-01,Headwater Exploration Inc.,,Peace River Area 2,13170,Primary,4.58
2023-06-01,Caltex Trilogy Inc.,,Cold Lake,13184A,Primary,11.47
2023-06-01,Obsidian Energy Ltd.,,Peace River Area 2,13189,Primary,4.12
2023-06-01,Caltex Trilogy Inc.,,Cold Lake,13190A,Primary,0.0
2023-06-01,Caltex Trilogy Inc.,,Cold Lake,13191,Primary,22.2
2023-06-01,Durham Creek Exploration Ltd.,,Peace River Area 2,13196A,Primary,17.03
2023-06-01,Caltex Trilogy Inc.,,Cold Lake,13197,Primary,15.06
2023-06-01,Caltex Trilogy Inc.,,Cold Lake,13198,Primary,0.0
2023-06-01,Caltex Trilogy Inc.,,Cold Lake,13198A,Primary,30.34
2023-06-01,Caltex Trilogy Inc.,,Cold Lake,13217A,Primary,26.03
2023-06-01,Rubellite Energy Inc.,,Peace River Area 2,13221A,Primary,0.0
2023-06-01,Lycos Energy Inc.,,Cold Lake,13231A,Primary,0.0
2023-06-01,Obsidian Energy Ltd.,,Peace River Area 2,13232,Primary,10.56
2023-06-01,Islander Oil & Gas Inc.,,Peace River Area 2,13233,Primary,0.0
2023-06-01,Caltex Trilogy Inc.,,Cold Lake,13270A,Primary,0.0
2023-06-01,Caltex Trilogy Inc.,,Cold Lake,13271,Primary,0.0
2023-06-01,Lineup Resources Corp.,,Cold Lake,13273,Primary,0.0
2023-06-01,Lineup Resources Corp.,,Cold Lake,13277,Primary,0.0
2023-06-01,Lineup Resources Corp.,,Peace River Area 1,13279,Primary,0.0
2023-06-01,Lineup Resources Corp.,,Cold Lake,13289,Primary,0.0
2023-06-01,Croverro Energy Ltd.,,Cold Lake,13298,Primary,21.02
2023-06-01,Karve Energy Inc.,,Cold Lake,13315,Primary,0.01
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,4746AAA,Primary,656.41
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,6280K,Primary,116.11
2023-06-01,Canadian Natural Resources Limited,Brintnell,Athabasca,6619AA,Primary,64.09
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,6726V,Primary,172.53
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,7389D,Primary,12.63
2023-06-01,Gear Energy Ltd.,,Cold Lake,7515E,Primary,7.84
2023-06-01,Caltex Trilogy Inc.,,Cold Lake,7920Q,Primary,52.2
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,7936EEE,Primary,2523.3
2023-06-01,Cenovus Energy Inc.,,Cold Lake,7990Q,Primary,21.7
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,8002G,Primary,1.86
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,8018F,Primary,72.02
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,8035F,Primary,1.29
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,8042X,Primary,919.73
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,8043D,Primary,64.82
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,8069I,Primary,110.87
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,8161F,Primary,2.25
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,8162P,Primary,141.14
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,8179D,Primary,3.97
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,8202C,Primary,17.49
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,8215H,Primary,78.21
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,8319A,Primary,44.75
2023-06-01,Kasten Energy Inc.,,Cold Lake,8341E,Primary,9.39
2023-06-01,Gear Energy Ltd.,,Cold Lake,8636B,Primary,0.0
2023-06-01,Cenovus Energy Inc.,,Cold Lake,8655C,Primary,5.0
2023-06-01,Cenovus Energy Inc.,,Athabasca,8756G,Primary,72.69
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,8908EE,Primary,625.88
2023-06-01,Baytex Energy Ltd.,,Peace River Area 2,8972I,Primary,26.81
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,9006B,Primary,1.96
2023-06-01,Harvest Operations Corp.,,Cold Lake,9266C,Primary,2.54
2023-06-01,Baytex Energy Ltd.,,Cold Lake,9278U,Primary,291.42
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,9340K,Primary,86.75
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,9349G,Primary,3.3
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,9387S,Primary,88.28
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,9415TT,Primary,218.33
2023-06-01,Gear Energy Ltd.,,Cold Lake,9427G,Primary,11.09
2023-06-01,Canadian Natural Resources Limited,Brintnell,Athabasca,9466S,Primary,66.76
2023-06-01,Baytex Energy Ltd.,,Cold Lake,9579F,Primary,45.74
2023-06-01,Obsidian Energy Ltd.,,Peace River Area 2,9607F,Primary,107.15
2023-06-01,Canadian Natural Resources Limited,,Cold Lake,9821F,Primary,2.31
2023-06-01,Frog Lake Energy Resources Corp. (¹),,Cold Lake,9827R,Primary,153.71
2023-06-01,Cenovus Energy Inc.,,Cold Lake,9873F,Primary,16.48
2023-06-01,Canadian Natural Resources Limited,Brintnell,Athabasca,9884F,Primary,10.64
2023-06-01,Baytex Energy Ltd.,,Cold Lake,9908L,Primary,50.27
2023-07-01,Canadian Natural Upgrading Limited,Peace River,Peace River Area 2,8143GG,Commercial-CSS,621.29
2023-07-01,Imperial Oil Resources Limited,Cold Lake,Cold Lake,8558BBB,Commercial-CSS,21303.94
2023-07-01,Canadian Natural Resources Limited,Primrose and Wolf Lake,Cold Lake,9140LLL,Commercial-CSS,15265.87
2023-07-01,Canadian Natural Resources Limited,Jackfish,Athabasca,10097UUU,Commercial-SAGD,17947.14
2023-07-01,Strathcona Resources Ltd.,Orion,Cold Lake,10103FF,Commercial-SAGD,3503.41
2023-07-01,Cenovus Energy Inc.,Sunrise,Athabasca,10419YY,Commercial-SAGD,8579.52
2023-07-01,Connacher Oil And Gas Limited,Great Divide,Athabasca,10587DD,Commercial-SAGD,2488.05
2023-07-01,MEG Energy Corp.,Christina Lake ,Athabasca,10773QQQ,Commercial-SAGD,15600.82
2023-07-01,Athabasca Oil Corporation,Leismer,Athabasca,10935EE,Commercial-SAGD,3787.52
2023-07-01,Harvest Operations Corp.,BlackGold,Athabasca,11387J,Commercial-SAGD,1239.45
2023-07-01,Canadian Natural Resources Limited (¹),Kirby,Athabasca,11475III,Commercial-SAGD,9696.47
2023-07-01,Ipc Canada Ltd.,Blackrod,Athabasca,11522H,Commercial-SAGD,96.13
2023-07-01,PetroChina Canada Ltd.,MacKay River ,Athabasca,11715U,Commercial-SAGD,1544.17
2023-07-01,Sunshine Oilsands Ltd.,West Ells,Athabasca,11764H,Commercial-SAGD,0.0
2023-07-01,Athabasca Oil Corporation,Hangingstone,Athabasca,11888I,Commercial-SAGD,1180.26
2023-07-01,Greenfire Resources Operating Corporation,Hangingstone Expansion,Athabasca,11910L,Commercial-SAGD,2427.5
2023-07-01,Strathcona Resources Ltd.,Lindbergh,Cold Lake,6410GG,Commercial-SAGD,2884.78
2023-07-01,Cenovus Energy Inc.,Christina Lake,Athabasca,8591FFFF,Commercial-SAGD,37592.15
2023-07-01,Cenovus Energy Inc. (¹),Foster Creek,Athabasca,8623FFFFF,Commercial-SAGD,28642.01
2023-07-01,Suncor Energy Inc.,MacKay River,Athabasca,8668JJJ,Commercial-SAGD,4967.8
2023-07-01,Greenfire Hangingstone Operating Corporation,Hangingstone Demonstration,Athabasca,8788Q,Commercial-SAGD,608.6
2023-07-01,Suncor Energy Inc. (¹),Firebag,Athabasca,8870EEEEE,Commercial-SAGD,35179.0
2023-07-01,ConocoPhillips Canada Resources Corp.,Surmont,Athabasca,9426BBB,Commercial-SAGD,19243.95
2023-07-01,CNOOC Petroleum North America ULC,Long Lake,Athabasca,9485SSS,Commercial-SAGD,10823.26
2023-07-01,Strathcona Resources Ltd.,Tucker,Cold Lake,9835GG,Commercial-SAGD,2741.62
2023-07-01,Canadian Natural Resources Limited,Brintnell Polymer Flood,Athabasca,10147G,Enhanced Recovery,235.41
2023-07-01,Canadian Natural Resources Limited,Brintnell Polymer Flood,Athabasca,10423CC,Enhanced Recovery,2559.39
2023-07-01,Canadian Natural Resources Limited,Brintnell Polymer Flood,Athabasca,10787R,Enhanced Recovery,1551.43
2023-07-01,Baytex Energy Ltd.,Seal Polymer,Peace River Area 2,11320G,Enhanced Recovery,86.01
2023-07-01,Baytex Energy Ltd.,,Peace River Area 1,12640,Enhanced Recovery,10.88
2023-07-01,Spur Petroleum Ltd.,,Athabasca,12830,Enhanced Recovery,43.95
2023-07-01,Tamarack Valley Energy Ltd.,,Athabasca,12968C,Enhanced Recovery,49.69
2023-07-01,Spur Petroleum Ltd. (¹),,Athabasca,12971B,Enhanced Recovery,239.43
2023-07-01,Tamarack Valley Energy Ltd.,,Athabasca,12978A,Enhanced Recovery,15.83
2023-07-01,Tamarack Valley Energy Ltd.,,Athabasca,13004B,Enhanced Recovery,44.24
2023-07-01,Headwater Exploration Inc.,,Athabasca,13047E,Enhanced Recovery,78.68
2023-07-01,Headwater Exploration Inc. (¹),,Athabasca,13050E,Enhanced Recovery,525.35
2023-07-01,Headwater Exploration Inc.,,Athabasca,13093J,Enhanced Recovery,1074.66
2023-07-01,Headwater Exploration Inc.,,Athabasca,13228,Enhanced Recovery,0.73
2023-07-01,Headwater Exploration Inc.,,Athabasca,13239B,Enhanced Recovery,70.01
2023-07-01,Headwater Exploration Inc.,,Athabasca,13251,Enhanced Recovery,83.89
2023-07-01,Tamarack Valley Energy Ltd.,,Athabasca,13293,Enhanced Recovery,43.01
2023-07-01,Canadian Natural Resources Limited,Pelican Lake Polymer Flood,Athabasca,9404X,Enhanced Recovery,2354.9
2023-07-01,Canadian Natural Resources Limited,Brintnell Polymer Flood,Athabasca,9673Q,Enhanced Recovery,662.51
2023-07-01,Baytex Energy Ltd.,,Peace River Area 1,10070J,Primary,128.31
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,10154H,Primary,12.5
2023-07-01,Obsidian Energy Ltd.,,Peace River Area 2,10174E,Primary,49.08
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,10310E,Primary,13.29
2023-07-01,Baytex Energy Ltd.,,Peace River Area 2,10329J,Primary,169.65
2023-07-01,Baytex Energy Ltd.,,Peace River Area 2,10412D,Primary,61.09
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,10454C,Primary,11.61
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,10518M,Primary,32.8
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,10547A,Primary,11.76
2023-07-01,Canadian Natural Upgrading Limited,,Peace River Area 2,10557K,Primary,507.84
2023-07-01,Cenovus Energy Inc.,,Cold Lake,10597D,Primary,4.54
2023-07-01,Cenovus Energy Inc. (¹),,Cold Lake,10619Q,Primary,46.19
2023-07-01,Obsidian Energy Ltd.,,Peace River Area 2,10647G,Primary,8.47
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,10725,Primary,2.38
2023-07-01,Obsidian Energy Ltd.,,Peace River Area 2,10745D,Primary,61.71
2023-07-01,Cenovus Energy Inc.,,Cold Lake,10812C,Primary,28.21
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,10828E,Primary,23.65
2023-07-01,Gear Energy Ltd.,,Cold Lake,10853E,Primary,2.07
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,10882,Primary,1.57
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,11016A,Primary,118.41
2023-07-01,Cenovus Energy Inc.,,Cold Lake,11041F,Primary,9.61
2023-07-01,Obsidian Energy Ltd.,,Peace River Area 2,11060K,Primary,527.44
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,11188C,Primary,25.77
2023-07-01,West Lake Energy Corp.,,Cold Lake,11191C,Primary,7.28
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,11227F,Primary,3.7
2023-07-01,Cenovus Energy Inc. (¹),,Cold Lake,11246E,Primary,6.22
2023-07-01,West Lake Energy Corp.,,Cold Lake,11256I,Primary,17.77
2023-07-01,Cenovus Energy Inc.,,Cold Lake,11287B,Primary,0.0
2023-07-01,Baytex Energy Ltd.,,Peace River Area 2,11306D,Primary,760.26
2023-07-01,Cenovus Energy Inc.,,Cold Lake,11350A,Primary,0.0
2023-07-01,Caltex Trilogy Inc.,,Cold Lake,11364F,Primary,4.91
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,11383B,Primary,0.0
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,11428E,Primary,27.18
2023-07-01,Cenovus Energy Inc.,,Cold Lake,11450A,Primary,4.99
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,11477T,Primary,414.25
2023-07-01,Canadian Natural Resources Limited,,Athabasca,11480B,Primary,218.5
2023-07-01,Cenovus Energy Inc.,,Athabasca,11501A,Primary,35.32
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,11503B,Primary,20.8
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,11538,Primary,0.0
2023-07-01,Canadian Natural Upgrading Limited,,Peace River Area 2,11556A,Primary,54.88
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,11567B,Primary,1.44
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,11574A,Primary,23.58
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,11624R,Primary,93.29
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,11629F,Primary,0.0
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,11647J,Primary,60.03
2023-07-01,Baytex Energy Ltd.,,Peace River Area 2,11692D,Primary,152.52
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,11751A,Primary,0.66
2023-07-01,Baytex Energy Ltd.,,Peace River Area 2,11770D,Primary,0.0
2023-07-01,Rife Resources Ltd.,,Cold Lake,11822B,Primary,14.39
2023-07-01,Gear Energy Ltd.,,Cold Lake,11885B,Primary,0.0
2023-07-01,Baytex Energy Ltd.,,Peace River Area 2,11915,Primary,83.88
2023-07-01,Rife Resources Ltd.,,Cold Lake,11917E,Primary,29.37
2023-07-01,Baytex Energy Ltd.,,Cold Lake,11945A,Primary,4.14
2023-07-01,Canadian Natural Resources Limited,,Athabasca,12052,Primary,178.55
2023-07-01,Cenovus Energy Inc.,,Cold Lake,12142B,Primary,3.05
2023-07-01,Tamarack Valley Energy Ltd. (¹),,Athabasca,12218BB,Primary,1921.31
2023-07-01,Check Energy Ltd.,,Cold Lake,12229B,Primary,47.82
2023-07-01,Baytex Energy Ltd.,,Peace River Area 2,12294A,Primary,35.35
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,12321D,Primary,2.74
2023-07-01,West Lake Energy Corp.,,Cold Lake,12335A,Primary,11.25
2023-07-01,Rife Resources Ltd.,,Cold Lake,12411C,Primary,23.23
2023-07-01,Spur Petroleum Ltd.,,Athabasca,12471U,Primary,997.95
2023-07-01,Baytex Energy Ltd.,,Peace River Area 2,12483A,Primary,12.92
2023-07-01,Spur Petroleum Ltd.,,Athabasca,12541D,Primary,53.61
2023-07-01,Spur Petroleum Ltd.,,Athabasca,12545I,Primary,375.01
2023-07-01,Islander Oil & Gas Inc.,,Peace River Area 2,12564J,Primary,565.08
2023-07-01,Headwater Exploration Inc.,,Athabasca,12572U,Primary,1261.34
2023-07-01,Canadian Natural Resources Limited,,Athabasca,12580B,Primary,2143.79
2023-07-01,Spur Petroleum Ltd.,,Athabasca,12642G,Primary,0.0
2023-07-01,Cavalier Energy Inc.,,Athabasca,12734B,Primary,164.46
2023-07-01,Spur Petroleum Ltd.,,Athabasca,12761D,Primary,226.22
2023-07-01,Spur Petroleum Ltd.,,Athabasca,12762A,Primary,3.15
2023-07-01,Spur Petroleum Ltd.,,Athabasca,12763B,Primary,20.16
2023-07-01,Spur Petroleum Ltd.,,Athabasca,12766B,Primary,5.69
2023-07-01,Gear Energy Ltd.,,Cold Lake,12784B,Primary,14.34
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,12816A,Primary,0.0
2023-07-01,Cenovus Energy Inc.,,Cold Lake,12870A,Primary,0.78
2023-07-01,Spur Petroleum Ltd.,,Athabasca,12910F,Primary,262.73
2023-07-01,Rife Resources Ltd.,,Cold Lake,12982A,Primary,30.8
2023-07-01,Baytex Energy Ltd.,,Peace River Area 2,13009B,Primary,1831.17
2023-07-01,Woodcote Oil & Gas Inc.,,Peace River Area 2,13017B,Primary,2.24
2023-07-01,Woodcote Oil & Gas Inc.,,Peace River Area 2,13074B,Primary,7.91
2023-07-01,Woodcote Oil & Gas Inc.,,Peace River Area 2,13078B,Primary,8.55
2023-07-01,Baytex Energy Ltd.,,Peace River Area 2,13084,Primary,7.41
2023-07-01,Baytex Energy Ltd.,,Cold Lake,13117,Primary,13.65
2023-07-01,Cenovus Energy Inc.,,Cold Lake,13150,Primary,0.0
2023-07-01,Obsidian Energy Ltd.,,Peace River Area 2,13159,Primary,102.08
2023-07-01,Tamarack Valley Energy Ltd.,,Peace River Area 2,13163A,Primary,35.32
2023-07-01,Caltex Trilogy Inc.,,Cold Lake,13166D,Primary,140.32
2023-07-01,Headwater Exploration Inc.,,Peace River Area 2,13169A,Primary,8.43
2023-07-01,Headwater Exploration Inc.,,Peace River Area 2,13170,Primary,6.74
2023-07-01,Caltex Trilogy Inc.,,Cold Lake,13184A,Primary,0.95
2023-07-01,Obsidian Energy Ltd.,,Peace River Area 2,13189,Primary,3.45
2023-07-01,Caltex Trilogy Inc.,,Cold Lake,13190A,Primary,0.0
2023-07-01,Caltex Trilogy Inc.,,Cold Lake,13191,Primary,21.48
2023-07-01,Durham Creek Exploration Ltd.,,Peace River Area 2,13196A,Primary,16.24
2023-07-01,Caltex Trilogy Inc.,,Cold Lake,13197,Primary,13.86
2023-07-01,Caltex Trilogy Inc.,,Cold Lake,13198,Primary,0.0
2023-07-01,Caltex Trilogy Inc.,,Cold Lake,13198A,Primary,26.67
2023-07-01,Caltex Trilogy Inc.,,Cold Lake,13217A,Primary,22.26
2023-07-01,Rubellite Energy Inc.,,Peace River Area 2,13221A,Primary,0.0
2023-07-01,Lycos Energy Inc.,,Cold Lake,13231A,Primary,0.0
2023-07-01,Obsidian Energy Ltd.,,Peace River Area 2,13232,Primary,26.92
2023-07-01,Islander Oil & Gas Inc.,,Peace River Area 2,13233,Primary,0.0
2023-07-01,Caltex Trilogy Inc.,,Cold Lake,13270A,Primary,0.0
2023-07-01,Caltex Trilogy Inc.,,Cold Lake,13271,Primary,0.0
2023-07-01,Lineup Resources Corp.,,Cold Lake,13273,Primary,0.0
2023-07-01,Lineup Resources Corp.,,Cold Lake,13277,Primary,0.0
2023-07-01,Lineup Resources Corp.,,Peace River Area 1,13279,Primary,0.0
2023-07-01,Lineup Resources Corp.,,Cold Lake,13289,Primary,0.0
2023-07-01,Croverro Energy Ltd.,,Cold Lake,13298,Primary,20.8
2023-07-01,Karve Energy Inc.,,Cold Lake,13315,Primary,0.0
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,4746AAA,Primary,644.76
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,6280K,Primary,110.97
2023-07-01,Canadian Natural Resources Limited,Brintnell,Athabasca,6619AA,Primary,66.59
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,6726V,Primary,159.63
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,7389D,Primary,14.82
2023-07-01,Gear Energy Ltd.,,Cold Lake,7515E,Primary,4.25
2023-07-01,Caltex Trilogy Inc.,,Cold Lake,7920Q,Primary,49.46
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,7936EEE,Primary,2478.89
2023-07-01,Cenovus Energy Inc.,,Cold Lake,7990Q,Primary,18.06
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,8002G,Primary,2.74
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,8018F,Primary,74.24
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,8035F,Primary,1.25
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,8042X,Primary,900.66
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,8043D,Primary,74.42
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,8069I,Primary,113.68
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,8161F,Primary,2.17
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,8162P,Primary,130.25
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,8179D,Primary,3.85
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,8202C,Primary,21.81
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,8215H,Primary,81.79
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,8319A,Primary,41.91
2023-07-01,Kasten Energy Inc.,,Cold Lake,8341E,Primary,8.62
2023-07-01,Gear Energy Ltd.,,Cold Lake,8636B,Primary,0.0
2023-07-01,Cenovus Energy Inc.,,Cold Lake,8655C,Primary,5.65
2023-07-01,Cenovus Energy Inc.,,Athabasca,8756G,Primary,68.47
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,8908EE,Primary,596.99
2023-07-01,Baytex Energy Ltd.,,Peace River Area 2,8972I,Primary,31.16
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,9006B,Primary,5.4
2023-07-01,Harvest Operations Corp.,,Cold Lake,9266C,Primary,2.23
2023-07-01,Baytex Energy Ltd.,,Cold Lake,9278U,Primary,292.28
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,9340K,Primary,90.26
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,9349G,Primary,2.5
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,9387S,Primary,82.98
2023-07-01,Canadian Natural Resources Limited,,Cold Lake,9415TT,Primary,218.34
2023-07-01,Gear Energy Ltd.,,Cold Lake,9427G,Primary,8.99
2023-07-01,Canadian Natural Resources Limited,Brintnell,Athabasca,9466S,Primary,77.47
